"day","administrative_level_2","administrative_level_3","vaccinated_1","vaccinated_2","vaccinated_3","partial_protection","full_protection","booster_protection","vaccinated_daily_1","vaccinated_daily_2","vaccinated_daily_3"
2021-03-09,"Alytaus apskr.","Alytaus m.",4062,1577,0,25,1129,0,50,101,0
2021-03-10,"Alytaus apskr.","Alytaus m.",4321,1581,0,27,1134,0,259,4,0
2021-03-11,"Alytaus apskr.","Alytaus m.",4321,1581,0,29,1134,0,0,0,0
2021-03-12,"Alytaus apskr.","Alytaus m.",4611,1605,0,32,1137,0,290,24,0
2021-03-13,"Alytaus apskr.","Alytaus m.",4613,1606,0,32,1137,0,2,1,0
2021-03-14,"Alytaus apskr.","Alytaus m.",4613,1606,0,32,1137,0,0,0,0
2021-03-15,"Alytaus apskr.","Alytaus m.",4818,1612,0,35,1141,0,205,6,0
2021-03-16,"Alytaus apskr.","Alytaus m.",5017,1635,0,35,1194,0,199,23,0
2021-03-17,"Alytaus apskr.","Alytaus m.",5034,2023,0,36,1212,0,17,388,0
2021-03-18,"Alytaus apskr.","Alytaus m.",5050,2026,0,39,1230,0,16,3,0
2021-03-19,"Alytaus apskr.","Alytaus m.",5205,2188,0,40,1472,0,155,162,0
2021-03-20,"Alytaus apskr.","Alytaus m.",5206,2188,0,40,1472,0,1,0,0
2021-03-21,"Alytaus apskr.","Alytaus m.",5206,2188,0,40,1472,0,0,0,0
2021-03-22,"Alytaus apskr.","Alytaus m.",5543,2193,0,42,1476,0,337,5,0
2021-03-23,"Alytaus apskr.","Alytaus m.",5813,2198,0,42,1577,0,270,5,0
2021-03-24,"Alytaus apskr.","Alytaus m.",5891,2499,0,42,1581,0,78,301,0
2021-03-25,"Alytaus apskr.","Alytaus m.",6336,2508,0,42,1581,0,445,9,0
2021-03-26,"Alytaus apskr.","Alytaus m.",6655,2538,0,45,1605,0,319,30,0
2021-03-27,"Alytaus apskr.","Alytaus m.",6660,2538,0,45,1606,0,5,0,0
2021-03-28,"Alytaus apskr.","Alytaus m.",6660,2538,0,45,1606,0,0,0,0
2021-03-29,"Alytaus apskr.","Alytaus m.",6862,2541,0,46,1612,0,202,3,0
2021-03-30,"Alytaus apskr.","Alytaus m.",6978,2554,0,48,1635,0,116,13,0
2021-03-31,"Alytaus apskr.","Alytaus m.",7116,2849,0,48,2023,0,138,295,0
2021-04-01,"Alytaus apskr.","Alytaus m.",7494,2858,0,48,2026,0,378,9,0
2021-04-02,"Alytaus apskr.","Alytaus m.",7703,3128,0,49,2188,0,209,270,0
2021-04-03,"Alytaus apskr.","Alytaus m.",7724,3129,0,49,2188,0,21,1,0
2021-04-04,"Alytaus apskr.","Alytaus m.",7738,3129,0,49,2188,0,14,0,0
2021-04-05,"Alytaus apskr.","Alytaus m.",7756,3129,0,51,2193,0,18,0,0
2021-04-06,"Alytaus apskr.","Alytaus m.",8081,3170,0,53,2198,0,325,41,0
2021-04-07,"Alytaus apskr.","Alytaus m.",8463,3173,0,53,2499,0,382,3,0
2021-04-08,"Alytaus apskr.","Alytaus m.",8806,3210,0,61,2508,0,343,37,0
2021-04-09,"Alytaus apskr.","Alytaus m.",9045,3348,0,63,2538,0,239,138,0
2021-04-10,"Alytaus apskr.","Alytaus m.",9187,3356,0,63,2538,0,142,8,0
2021-04-11,"Alytaus apskr.","Alytaus m.",9188,3356,0,63,2538,0,1,0,0
2021-04-12,"Alytaus apskr.","Alytaus m.",9377,3357,0,68,2541,0,189,1,0
2021-04-13,"Alytaus apskr.","Alytaus m.",9804,3362,0,70,2554,0,427,5,0
2021-04-14,"Alytaus apskr.","Alytaus m.",10408,3394,0,73,2849,0,604,32,0
2021-04-15,"Alytaus apskr.","Alytaus m.",10647,3404,0,74,2858,0,239,10,0
2021-04-16,"Alytaus apskr.","Alytaus m.",10871,3705,0,74,3128,0,224,301,0
2021-04-17,"Alytaus apskr.","Alytaus m.",10882,3705,0,74,3129,0,11,0,0
2021-04-18,"Alytaus apskr.","Alytaus m.",10882,3705,0,74,3129,0,0,0,0
2021-04-19,"Alytaus apskr.","Alytaus m.",10898,3711,0,74,3129,0,16,6,0
2021-04-20,"Alytaus apskr.","Alytaus m.",10941,3719,0,79,3170,0,43,8,0
2021-04-21,"Alytaus apskr.","Alytaus m.",11315,3836,0,87,3173,0,374,117,0
2021-04-22,"Alytaus apskr.","Alytaus m.",11635,4189,0,88,3210,0,320,353,0
2021-04-23,"Alytaus apskr.","Alytaus m.",11907,4530,0,90,3348,0,272,341,0
2021-04-24,"Alytaus apskr.","Alytaus m.",11921,4530,0,92,3356,0,14,0,0
2021-04-25,"Alytaus apskr.","Alytaus m.",11922,4530,0,92,3356,0,1,0,0
2021-04-26,"Alytaus apskr.","Alytaus m.",12094,4595,0,96,3357,0,172,65,0
2021-04-27,"Alytaus apskr.","Alytaus m.",12390,4607,0,99,3362,0,296,12,0
2021-04-28,"Alytaus apskr.","Alytaus m.",12976,4613,0,104,3394,0,586,6,0
2021-04-29,"Alytaus apskr.","Alytaus m.",13417,4729,0,109,3404,0,441,116,0
2021-04-30,"Alytaus apskr.","Alytaus m.",13688,5179,0,109,3705,0,271,450,0
2021-05-01,"Alytaus apskr.","Alytaus m.",13761,5205,0,109,3705,0,73,26,0
2021-05-02,"Alytaus apskr.","Alytaus m.",13761,5206,0,109,3705,0,0,1,0
2021-05-03,"Alytaus apskr.","Alytaus m.",14105,5217,0,109,3711,0,344,11,0
2021-05-04,"Alytaus apskr.","Alytaus m.",14221,5772,0,109,3719,0,116,555,0
2021-05-05,"Alytaus apskr.","Alytaus m.",14378,6335,1,116,3836,0,157,563,1
2021-05-06,"Alytaus apskr.","Alytaus m.",14790,6410,1,118,4189,0,412,75,0
2021-05-07,"Alytaus apskr.","Alytaus m.",15215,6587,1,119,4530,0,425,177,0
2021-05-08,"Alytaus apskr.","Alytaus m.",15291,6589,1,119,4530,0,76,2,0
2021-05-09,"Alytaus apskr.","Alytaus m.",15341,6589,1,119,4530,0,50,0,0
2021-05-10,"Alytaus apskr.","Alytaus m.",15573,6789,1,119,4595,0,232,200,0
2021-05-11,"Alytaus apskr.","Alytaus m.",16011,6841,1,121,4607,0,438,52,0
2021-05-12,"Alytaus apskr.","Alytaus m.",16500,6912,1,124,4613,0,489,71,0
2021-05-13,"Alytaus apskr.","Alytaus m.",16943,7046,1,126,4729,0,443,134,0
2021-05-14,"Alytaus apskr.","Alytaus m.",17173,7599,1,127,5179,0,230,553,0
2021-05-15,"Alytaus apskr.","Alytaus m.",17182,7608,1,129,5205,0,9,9,0
2021-05-16,"Alytaus apskr.","Alytaus m.",17182,7609,1,129,5206,0,0,1,0
2021-05-17,"Alytaus apskr.","Alytaus m.",17227,8175,1,134,5217,0,45,566,0
2021-05-18,"Alytaus apskr.","Alytaus m.",17672,8224,1,135,5772,0,445,49,0
2021-05-19,"Alytaus apskr.","Alytaus m.",17788,9018,1,136,6335,1,116,794,0
2021-05-20,"Alytaus apskr.","Alytaus m.",18113,9121,1,141,6410,1,325,103,0
2021-05-21,"Alytaus apskr.","Alytaus m.",18199,9912,1,144,6587,1,86,791,0
2021-05-22,"Alytaus apskr.","Alytaus m.",18208,9948,1,144,6589,1,9,36,0
2021-05-23,"Alytaus apskr.","Alytaus m.",18210,9948,1,144,6589,1,2,0,0
2021-05-24,"Alytaus apskr.","Alytaus m.",18299,10417,1,152,6789,1,89,469,0
2021-05-25,"Alytaus apskr.","Alytaus m.",18779,10573,2,153,6842,1,480,156,1
2021-05-26,"Alytaus apskr.","Alytaus m.",18986,10651,2,154,6913,1,207,78,0
2021-05-27,"Alytaus apskr.","Alytaus m.",19181,11176,2,161,7047,1,195,525,0
2021-05-28,"Alytaus apskr.","Alytaus m.",19633,11441,2,161,7600,1,452,265,0
2021-05-29,"Alytaus apskr.","Alytaus m.",19645,11444,2,161,7609,1,12,3,0
2021-05-30,"Alytaus apskr.","Alytaus m.",19647,11444,2,161,7610,1,2,0,0
2021-05-31,"Alytaus apskr.","Alytaus m.",19694,11481,2,161,8177,1,47,37,0
2021-06-01,"Alytaus apskr.","Alytaus m.",19980,12006,2,163,8241,1,286,525,0
2021-06-02,"Alytaus apskr.","Alytaus m.",20462,12449,2,164,9035,1,482,443,0
2021-06-03,"Alytaus apskr.","Alytaus m.",20933,12849,2,166,9147,1,471,400,0
2021-06-04,"Alytaus apskr.","Alytaus m.",21600,13136,2,166,9947,1,667,287,0
2021-06-05,"Alytaus apskr.","Alytaus m.",21668,13139,2,166,9983,1,68,3,0
2021-06-06,"Alytaus apskr.","Alytaus m.",21719,13139,2,166,9983,1,51,0,0
2021-06-07,"Alytaus apskr.","Alytaus m.",21914,13608,2,168,10472,1,195,469,0
2021-06-08,"Alytaus apskr.","Alytaus m.",22051,14004,2,171,10636,2,137,396,0
2021-06-09,"Alytaus apskr.","Alytaus m.",22374,14146,4,173,10760,2,323,142,2
2021-06-10,"Alytaus apskr.","Alytaus m.",22567,14335,4,174,11295,2,193,189,0
2021-06-11,"Alytaus apskr.","Alytaus m.",22768,14421,4,175,11562,2,201,86,0
2021-06-12,"Alytaus apskr.","Alytaus m.",22784,14427,4,175,11569,2,16,6,0
2021-06-13,"Alytaus apskr.","Alytaus m.",22804,14427,4,175,11569,2,20,0,0
2021-06-14,"Alytaus apskr.","Alytaus m.",22823,14484,4,175,11607,2,19,57,0
2021-06-15,"Alytaus apskr.","Alytaus m.",23088,14968,4,179,12140,2,265,484,0
2021-06-16,"Alytaus apskr.","Alytaus m.",23117,15061,4,182,12585,2,29,93,0
2021-06-17,"Alytaus apskr.","Alytaus m.",23399,15559,4,182,13008,2,282,498,0
2021-06-18,"Alytaus apskr.","Alytaus m.",23510,16012,4,188,13306,2,111,453,0
2021-06-19,"Alytaus apskr.","Alytaus m.",23519,16024,4,188,13322,2,9,12,0
2021-06-20,"Alytaus apskr.","Alytaus m.",23521,16025,4,188,13322,2,2,1,0
2021-06-21,"Alytaus apskr.","Alytaus m.",23549,16740,4,191,13926,2,28,715,0
2021-06-22,"Alytaus apskr.","Alytaus m.",23662,16850,4,193,14363,2,113,110,0
2021-06-23,"Alytaus apskr.","Alytaus m.",23727,17334,5,194,14513,4,65,484,1
2021-06-24,"Alytaus apskr.","Alytaus m.",23735,17372,5,199,14712,4,8,38,0
2021-06-25,"Alytaus apskr.","Alytaus m.",23818,18047,6,201,14805,4,83,675,1
2021-06-26,"Alytaus apskr.","Alytaus m.",23819,18082,6,201,14812,4,1,35,0
2021-06-27,"Alytaus apskr.","Alytaus m.",23821,18142,6,201,14830,4,2,60,0
2021-06-28,"Alytaus apskr.","Alytaus m.",23920,18600,6,201,14889,4,99,458,0
2021-06-29,"Alytaus apskr.","Alytaus m.",24164,19311,6,204,15467,4,244,711,0
2021-06-30,"Alytaus apskr.","Alytaus m.",24223,19884,6,204,15568,4,59,573,0
2021-07-01,"Alytaus apskr.","Alytaus m.",24328,20101,6,218,16073,4,105,217,0
2021-07-02,"Alytaus apskr.","Alytaus m.",24398,20399,7,220,16533,4,70,298,1
2021-07-03,"Alytaus apskr.","Alytaus m.",24404,20414,7,220,16553,4,6,15,0
2021-07-04,"Alytaus apskr.","Alytaus m.",24405,20414,7,221,16554,4,1,0,0
2021-07-05,"Alytaus apskr.","Alytaus m.",24426,20479,7,223,17279,4,21,65,0
2021-07-06,"Alytaus apskr.","Alytaus m.",24429,20489,7,226,17403,4,3,10,0
2021-07-07,"Alytaus apskr.","Alytaus m.",24539,20712,8,228,17887,5,110,223,1
2021-07-08,"Alytaus apskr.","Alytaus m.",24602,21106,8,228,17929,5,63,394,0
2021-07-09,"Alytaus apskr.","Alytaus m.",24790,21228,8,231,18605,6,188,122,0
2021-07-10,"Alytaus apskr.","Alytaus m.",24856,21273,8,231,18640,6,66,45,0
2021-07-11,"Alytaus apskr.","Alytaus m.",24858,21274,8,231,18700,6,2,1,0
2021-07-12,"Alytaus apskr.","Alytaus m.",24875,21307,8,232,19159,6,17,33,0
2021-07-13,"Alytaus apskr.","Alytaus m.",24942,21440,8,237,20087,6,67,133,0
2021-07-14,"Alytaus apskr.","Alytaus m.",25005,21510,8,237,20660,6,63,70,0
2021-07-15,"Alytaus apskr.","Alytaus m.",25046,21577,8,256,20878,6,41,67,0
2021-07-16,"Alytaus apskr.","Alytaus m.",25181,21690,8,261,21176,7,135,113,0
2021-07-17,"Alytaus apskr.","Alytaus m.",25186,21692,8,261,21194,7,5,2,0
2021-07-18,"Alytaus apskr.","Alytaus m.",25189,21694,8,261,21195,7,3,2,0
2021-07-19,"Alytaus apskr.","Alytaus m.",25347,21822,8,263,21262,7,158,128,0
2021-07-20,"Alytaus apskr.","Alytaus m.",25405,22142,8,263,21272,7,58,320,0
2021-07-21,"Alytaus apskr.","Alytaus m.",25607,22192,8,276,21497,8,202,50,0
2021-07-22,"Alytaus apskr.","Alytaus m.",25867,22286,8,281,21900,8,260,94,0
2021-07-23,"Alytaus apskr.","Alytaus m.",26091,22353,8,292,22132,8,224,67,0
2021-07-24,"Alytaus apskr.","Alytaus m.",26289,22381,8,302,22182,8,198,28,0
2021-07-25,"Alytaus apskr.","Alytaus m.",26291,22382,8,302,22183,8,2,1,0
2021-07-26,"Alytaus apskr.","Alytaus m.",26440,22439,8,303,22226,8,149,57,0
2021-07-27,"Alytaus apskr.","Alytaus m.",26495,22451,8,313,22367,8,55,12,0
2021-07-28,"Alytaus apskr.","Alytaus m.",26755,22567,8,322,22441,8,260,116,0
2021-07-29,"Alytaus apskr.","Alytaus m.",27035,22631,8,326,22511,8,280,64,0
2021-07-30,"Alytaus apskr.","Alytaus m.",27166,22838,8,339,22638,8,131,207,0
2021-07-31,"Alytaus apskr.","Alytaus m.",27169,22858,8,339,22640,8,3,20,0
2021-08-01,"Alytaus apskr.","Alytaus m.",27170,22871,8,340,22642,8,1,13,0
2021-08-02,"Alytaus apskr.","Alytaus m.",27351,23034,9,358,22775,8,181,163,1
2021-08-03,"Alytaus apskr.","Alytaus m.",27543,23113,9,368,23102,8,192,79,0
2021-08-04,"Alytaus apskr.","Alytaus m.",27719,23205,9,396,23155,8,176,92,0
2021-08-05,"Alytaus apskr.","Alytaus m.",28074,23239,9,425,23303,8,355,34,0
2021-08-06,"Alytaus apskr.","Alytaus m.",28449,23327,10,473,23373,8,375,88,1
2021-08-07,"Alytaus apskr.","Alytaus m.",28458,23327,10,500,23408,8,9,0,0
2021-08-08,"Alytaus apskr.","Alytaus m.",28466,23328,10,500,23411,8,8,1,0
2021-08-09,"Alytaus apskr.","Alytaus m.",28782,23472,10,526,23471,8,316,144,0
2021-08-10,"Alytaus apskr.","Alytaus m.",29255,23503,10,534,23486,8,473,31,0
2021-08-11,"Alytaus apskr.","Alytaus m.",29420,23713,13,574,23603,8,165,210,3
2021-08-12,"Alytaus apskr.","Alytaus m.",29624,23838,13,613,23668,8,204,125,0
2021-08-13,"Alytaus apskr.","Alytaus m.",30015,23968,15,630,23876,8,391,130,2
2021-08-14,"Alytaus apskr.","Alytaus m.",30028,23975,15,630,23897,8,13,7,0
2021-08-15,"Alytaus apskr.","Alytaus m.",30033,23976,15,630,23910,8,5,1,0
2021-08-16,"Alytaus apskr.","Alytaus m.",30234,24261,15,660,24074,9,201,285,0
2021-08-17,"Alytaus apskr.","Alytaus m.",30402,24346,16,692,24155,9,168,85,1
2021-08-18,"Alytaus apskr.","Alytaus m.",30708,24570,20,713,24256,9,306,224,4
2021-08-19,"Alytaus apskr.","Alytaus m.",30903,24770,22,758,24338,9,195,200,2
2021-08-20,"Alytaus apskr.","Alytaus m.",31062,24890,24,787,24665,10,159,120,2
2021-08-21,"Alytaus apskr.","Alytaus m.",31069,24892,24,787,24671,10,7,2,0
2021-08-22,"Alytaus apskr.","Alytaus m.",31070,24892,24,788,24679,10,1,0,0
2021-08-23,"Alytaus apskr.","Alytaus m.",31187,25041,24,823,24868,10,117,149,0
2021-08-24,"Alytaus apskr.","Alytaus m.",31321,25212,24,841,25270,10,134,171,0
2021-08-25,"Alytaus apskr.","Alytaus m.",31441,25365,25,870,25489,13,120,153,1
2021-08-26,"Alytaus apskr.","Alytaus m.",31548,25611,26,902,25633,13,107,246,1
2021-08-27,"Alytaus apskr.","Alytaus m.",31683,25746,29,919,25974,15,135,135,3
2021-08-28,"Alytaus apskr.","Alytaus m.",31708,25748,29,920,25990,15,25,2,0
2021-08-29,"Alytaus apskr.","Alytaus m.",31725,25748,29,920,25995,15,17,0,0
2021-08-30,"Alytaus apskr.","Alytaus m.",31857,25995,29,943,26317,15,132,247,0
2021-08-31,"Alytaus apskr.","Alytaus m.",31967,26096,29,973,26427,16,110,101,0
2021-09-01,"Alytaus apskr.","Alytaus m.",31993,26110,30,1013,26756,20,26,14,1
2021-09-02,"Alytaus apskr.","Alytaus m.",32084,26397,30,1044,26973,22,91,287,0
2021-09-03,"Alytaus apskr.","Alytaus m.",32180,26576,31,1071,27113,24,96,179,1
2021-09-04,"Alytaus apskr.","Alytaus m.",32180,26580,31,1071,27120,24,0,4,0
2021-09-05,"Alytaus apskr.","Alytaus m.",32182,26580,31,1071,27121,24,2,0,0
2021-09-06,"Alytaus apskr.","Alytaus m.",32269,26763,31,1092,27278,24,87,183,0
2021-09-07,"Alytaus apskr.","Alytaus m.",32436,26870,32,1117,27470,24,167,107,1
2021-09-08,"Alytaus apskr.","Alytaus m.",32501,27029,153,1135,27631,25,65,159,121
2021-09-09,"Alytaus apskr.","Alytaus m.",32583,27192,259,1152,27883,26,82,163,106
2021-09-10,"Alytaus apskr.","Alytaus m.",32677,27321,264,1165,28049,29,94,129,5
2021-09-11,"Alytaus apskr.","Alytaus m.",32680,27321,264,1167,28056,29,3,0,0
2021-09-12,"Alytaus apskr.","Alytaus m.",32680,27321,265,1169,28056,29,0,0,1
2021-09-13,"Alytaus apskr.","Alytaus m.",32769,27427,271,1185,28316,29,89,106,6
2021-09-14,"Alytaus apskr.","Alytaus m.",32841,27518,282,1204,28431,29,72,91,11
2021-09-15,"Alytaus apskr.","Alytaus m.",32899,27615,290,1212,28449,30,58,97,8
2021-09-16,"Alytaus apskr.","Alytaus m.",32948,27695,330,1230,28743,30,49,80,40
2021-09-17,"Alytaus apskr.","Alytaus m.",33045,27797,363,1250,28924,31,97,102,33
2021-09-18,"Alytaus apskr.","Alytaus m.",33057,27801,371,1250,28928,31,12,4,8
2021-09-19,"Alytaus apskr.","Alytaus m.",33057,27801,371,1251,28928,31,0,0,0
2021-09-20,"Alytaus apskr.","Alytaus m.",33131,27913,388,1269,29123,31,74,112,17
2021-09-21,"Alytaus apskr.","Alytaus m.",33208,27996,403,1278,29348,32,77,83,15
2021-09-22,"Alytaus apskr.","Alytaus m.",33231,28013,408,1292,29508,153,23,17,5
2021-09-23,"Alytaus apskr.","Alytaus m.",33322,28088,431,1312,29674,259,91,75,23
2021-09-24,"Alytaus apskr.","Alytaus m.",33395,28171,448,1330,29810,264,73,83,17
